公司名称,公司简称,城市,公司规模,学历要求,工作经验,薪资,融资阶段,工作性质,职位诱惑,职位名称,公司福利
河南八六三软件股份有限公司,863软件,上海,500-2000人,大专,1-3年,8k-12k,未融资,全职,"双休,五险一金",运营总监,
北京国双科技有限公司,Gridsum 国双,北京,500-2000人,本科,3-5年,10k-20k,上市公司,全职,上司公司 大平台 五险一金,HR,"""节日礼物"",""年底双薪"",""带薪年假"",""午餐补助"""
上海道客网络科技有限公司,DAOCLOUD,上海,150-500人,本科,1-3年,11k-20k,C轮,全职,五险一金 补充商业险 超长年假,人事,"""工程师文化"",""业界大牛"",""改变世界"",""豪华团队"""
成都盯潮科技有限公司,成都盯潮科技有限公司,成都,50-150人,大专,3-5年,15k-25k,A轮,全职,自研产品 潮流领域 团队氛围好 偶尔加班,Python（极验验证）,"""扁平管理"",""领导好"",""岗位晋升"",""股票期权"""
南京争锋信息科技有限公司,争锋信息,南京,150-500人,本科,1-3年,9k-13k,A轮,全职,朝九晚六双休 无加班文化 五险一金 定期体检,python爬虫工程师,
南京争锋信息科技有限公司,争锋信息,深圳,150-500人,本科,1-3年,10k-18k,A轮,全职,办公环境nice 领导好 五险一金 定期体检,python后端开发工程师,
中国民航信息网络股份有限公司重庆分公司,中国民航信息网络股份有限公司重庆分公司,重庆,500-2000人,本科,1-3年,8k-12k,上市公司,全职,五险二金、带薪年假、工会福利、教育培训,后端工程师（Python/Golang）,"""年底双薪"",""绩效奖金"",""带薪年假"",""通讯津贴"""
上海网达软件股份有限公司,网达软件,上海,500-2000人,本科,3-5年,13k-24k,上市公司,全职,技术大牛 团队氛围 定期团建,Python开发工程师-财务报表平台,"""股票期权"",""带薪年假"",""绩效奖金"",""岗位晋升"""
北京国双科技有限公司,Gridsum 国双,北京,500-2000人,本科,1-3年,10k-20k,上市公司,全职,上市大数据人工智能公司、与技术大牛共事,python后端开发工程师,"""节日礼物"",""年底双薪"",""带薪年假"",""午餐补助"""
北京音悦荚科技有限责任公司,音悦荚,北京,50-150人,本科,1-3年,15k-30k,A轮,全职,"弹性工作,期权,员工福利,奖金",Python开发工程师-变现业务,"""年底双薪"",""绩效奖金"",""带薪年假"",""全额五险一金"""
易居（中国）企业管理集团有限公司,易居中国,上海,2000人以上,本科,1-3年,15k-25k,上市公司,全职,上市公司 发展空间大 创新平台,高级python研发工程师,
郑州创恒实业有限公司,郑州创恒实业有限公司,郑州,150-500人,本科,3-5年,6k-10k,未融资,全职,"周末双休,年底双薪,全勤奖,外出旅游",技术总监（Python）,"""年底双薪"",""节日礼物"",""技能培训"",""绩效奖金"""
行云智能（深圳）技术有限公司,行云智能,深圳,15-50人,本科,1-3年,10k-20k,天使轮,全职,"扁平化管理,周末双休,年终奖,发展空间大",Python 高级研发工程师,"""年终分红"",""绩效奖金"",""专项奖金"",""带薪年假"""
威讯柏睿数据科技（北京）有限公司,柏睿数据,武汉,50-150人,本科,不限,10k-20k,C轮,全职,大数据 多绩效,Python研发工程师,"""股票期权"",""专项奖金"",""带薪年假"",""弹性工作"""
北京源石云科技有限公司上海分公司,小象优品,上海,500-2000人,硕士,3-5年,15k-25k,C轮,全职,项目奖金 成熟的技术环境,Python后端开发,"""带薪年假"",""通讯津贴"",""定期体检"",""绩效奖金"""
杭州安恒信息技术股份有限公司,安恒信息,杭州,2000人以上,本科,在校/应届,3k-5k,上市公司,全职,六险一金，带薪年假事病假，节日福利,高级python开发工程师,"""年终分红"",""股票期权"",""绩效奖金"",""五险一金"""
因诺（上海）资产管理有限公司,因诺,北京,15-50人,本科,1-3年,20k-30k,不需要融资,全职,"扁平管理,牛人团队,绩效奖金,六险一金",后端开发（PHP/GO/Python）,"""扁平管理"",""技能培训"",""领导好"",""弹性工作"""
上海骞云信息科技有限公司,CloudChef,上海,50-150人,本科,1-3年,10k-20k,B轮,全职,扁平化管理、六险二金、团建活动、年度旅游,python爬虫工程师,"""股票期权"",""带薪年假"",""定期体检"",""弹性工作"""
北大医疗信息技术有限公司,北大医信,北京,500-2000人,本科,1-3年,7k-14k,不需要融资,全职,五险一金 交通补助 餐补 定期体检,python,"""技能培训"",""带薪年假"",""绩效奖金"",""岗位晋升"""
深圳市比一比网络科技有限公司,深圳市比一比网络科技有限公司,深圳,50-150人,本科,1-3年,10k-20k,B轮,全职,双休、五险一金、人工智能、大数据、活动,研发主管,"""技能培训"",""股票期权"",""带薪年假"",""岗位晋升"""
慧科讯业（北京）网络科技有限公司,慧科讯业,北京,500-2000人,本科,3-5年,15k-30k,未融资,全职,五险一金 周末双休 年底双薪,hr,"""技能培训"",""节日礼物"",""年底双薪"",""带薪年假"""
申朴信息技术（上海）股份有限公司,申朴信息,上海,150-500人,本科,3-5年,10k-20k,未融资,全职,五险一金,HRBP,"""节日礼物"",""技能培训"",""免费班车"",""带薪年假"""
赤湾通信卫星应用技术（深圳）有限公司,赤湾通信卫星应用,深圳,15-50人,本科,3-5年,15k-25k,未融资,全职,稀缺项目 发展前景好 福利全面,HR Director,"""专项奖金"",""绩效奖金"",""午餐补助"",""定期体检"""
上海华泰软件工程有限公司,华泰软件,上海,150-500人,本科,1-3年,10k-16k,不需要融资,全职,薪资福利待遇优厚,人事,"""免费班车"",""加班少"",""带薪年假"",""双薪加年终奖"""
广州三毛信息科技有限公司,三毛游,广州,15-50人,本科,1-3年,8k-13k,A轮,全职,双休，五险 不定期团建聚餐 生日会,人事经理,"""绩效奖金"",""通讯津贴"",""定期体检"",""带薪年假"""
上海微创软件股份有限公司,微创软件,杭州,2000人以上,本科,1-3年,10k-12k,不需要融资,全职,发展前景,HRBP,"""绩效奖金"",""带薪年假"",""定期体检"",""弹性工作"""
河北艾钉科技有限公司,河北艾钉科技,北京,50-150人,本科,1-3年,12k-20k,未融资,全职,五险一金,,
上海众言网络科技有限公司,问卷网@众言科技,苏州,150-500人,大专,1-3年,8k-15k,C轮,全职,发展前景好，福利待遇优,HR,"""技能培训"",""节日礼物"",""年底双薪"",""绩效奖金"""
深圳金蝶账无忧网络科技有限公司,金蝶账无忧,深圳,50-150人,本科,5-10年,15k-22k,不需要融资,全职,全面提升爬虫和机器学习能力的机会和舞台,首席招聘官,"""带薪年假"",""通讯津贴"",""定期体检"",""领导好"""
OPPO广东移动通信有限公司,OPPO,深圳,2000人以上,本科,5-10年,25k-50k,不需要融资,全职,公司平台大 核心团队,,"""丰厚年终"",""扁平管理"",""追求极致"",""本分"""
成都思而科软件有限公司,思而科,成都,150-500人,本科,在校/应届,4k-7k,未融资,全职,五险一金 双休 年终 弹性工作时间 节日福利,人事,"""带薪年假"",""绩效奖金"",""领导好"",""帅哥多"""
深圳虾皮信息科技有限公司,Shopee,深圳,500-2000人,本科,3-5年,15k-30k,上市公司,全职,福利待遇、发展前景、带薪年假、定期体检,招聘经理,"""外企氛围"",""蓝海市场"",""大牛多多"",""15天年假"""
中国平安财产保险股份有限公司,平安产险,深圳,2000人以上,本科,3-5年,15k-30k,上市公司,全职,"五险一金,带薪年假,节日福利,绩效奖金",Python开发工程师（固件自动化）,"""绩效奖金 "",""五险一金 "",""带薪年假 "",""年度旅游 """
深圳十方融海科技有限公司,十方融海集团,深圳,500-2000人,本科,1-3年,12k-20k,A轮,全职,双休、年度体检、餐补,python高级爬虫工程师,"""美女多"",""弹性工作"",""扁平管理"",""午餐补助"""
龙湾科技（北京）有限公司,龙湾科技,北京,150-500人,本科,3-5年,10k-15k,未融资,全职,五险一金 周末双休 带薪年假 节日福利,python爬虫工程师,"""年底双薪"",""交通补助"",""带薪年假"",""绩效奖金"""
四川路鲲集团有限公司,路鲲集团,成都,150-500人,本科,1-3年,8k-12k,未融资,全职,五险一金 早九晚六 周末双休,python(odoo开发工程师),
江苏冰蛙信息科技有限公司,冰蛙集团,南京,50-150人,大专,1年以下,6k-11k,未融资,全职,福利待遇好，广阔的发展前景,python后端开发工程师,"""节日礼物"",""领导好"",""管理规范"",""技能培训"""
燧人（上海）医疗科技有限公司,燧人医疗,上海,50-150人,本科,1-3年,18k-25k,不需要融资,全职,五险一金、弹性工作、年终奖金、餐饮补贴,python开发工程师,"""午餐补助"",""定期体检"",""带薪年假"",""弹性工作"""
西安华为技术有限公司,西安华为技术有限公司,西安,2000人以上,本科,不限,15k-30k,不需要融资,全职,岗位需求量大，薪资丰厚,python后端开发工程师,
埃克斯工业（广东）有限公司,埃克斯工业,深圳,50-150人,本科,5-10年,15k-30k,A轮,全职,前景好；团队nice；扁平文化,高级python开发工程师,
OPPO广东移动通信有限公司,OPPO,深圳,2000人以上,本科,不限,25k-50k,不需要融资,全职,目前数据技术团队均由BAT成员组成，,Python服务工程师,"""丰厚年终"",""扁平管理"",""追求极致"",""本分"""
北京众标智能科技有限公司上海分公司,众标智能科技,上海,50-150人,本科,3-5年,22k-30k,不需要融资,全职,"靠谱团队,大数据,待遇优厚",Python 工程师,"""股票期权"",""带薪年假"",""年度旅游"",""五险一金"""
叽里呱啦文化传播（上海）有限公司,叽里呱啦,上海,500-2000人,本科,3-5年,20k-40k,C轮,全职,互联网高级人才 技术氛围好 双休,Python开发工程师(多级别),"""年底双薪"",""带薪年假"",""出国旅游"",""没有996"""
上海别样秀数据科技有限公司,别样app,上海,150-500人,本科,不限,10k-20k,B轮,全职,跨境，电商，外企，美式管理，氛围佳，发展稳定,高级python开发,"""美女多"",""弹性工作"",""五险一金"",""做五休二"""
万博时代（深圳）科技有限公司,万博时代,深圳,150-500人,本科,3-5年,15k-20k,未融资,全职,五险一金+全勤奖+节日福利+带薪年假+年终奖,后端开发工程师（Python）--安全方向,"""带薪年假"",""弹性工作"",""扁平管理"",""领导好"""
杭州安恒信息技术股份有限公司,安恒信息,杭州,2000人以上,本科,3-5年,15k-30k,上市公司,全职,公积金全额，各种福利，大平台，年终奖,python高级开发工程师,"""年终分红"",""股票期权"",""绩效奖金"",""五险一金"""
美译通（深圳）翻译有限公司,美译通翻译,深圳,15-50人,硕士,不限,2k-4k,不需要融资,兼职,工作时间弹性，自由,Python后台开发工程师,
武汉小果科技有限公司,森果,武汉,50-150人,本科,5-10年,15k-25k,天使轮,全职,丰厚的待遇，期权，施展才能的空间,python,"""股票期权"",""弹性工作"",""节日礼物"",""领导好"""
成都捷云智慧科技有限公司,捷云智慧,成都,15-50人,本科,3-5年,10k-15k,不需要融资,全职,有很大的上升空间,HR,"""绩效奖金"",""带薪年假"",""扁平管理"",""节日礼物"""
翼健（上海）信息科技有限公司,BaseBit AI 翼方健数,上海,50-150人,本科,5-10年,35k-70k,B轮,全职,"发展平台,行业领先,股票期权,技术氛围,",HR,"""带薪年假"",""弹性工作"",""年度旅游"",""节日礼物"""
深信服科技股份有限公司,深信服科技集团,深圳,2000人以上,本科,3-5年,20k-40k,上市公司,全职,高薪诚聘,HRBP,"""三餐全包"",""大牛超多"",""年终奖超多"",""大公司，稳定"""
北京深尚科技有限公司,深尚科技,北京,15-50人,本科,不限,20k-40k,天使轮,全职,行业前景好，发会空间大，股票期权，各种福利,人事经理,"""股票期权"",""午餐补助"",""专项奖金"",""弹性工作"""
力扣信息科技（上海）有限公司,LeetCode 领扣网络,上海,50-150人,本科,1-3年,18k-25k,未融资,全职,不加班 餐补 带薪假 定期体检 零食下午茶,HR,"""年底双薪"",""绩效奖金"",""午餐补助"",""扁平管理"""
翼果（深圳）科技有限公司,翼果科技,深圳,50-150人,本科,3-5年,20k-35k,不需要融资,全职,海景办公楼 名企环绕 团队氛围相处舒服,招聘负责人,"""绩效奖金"",""岗位晋升"",""扁平管理"",""领导好"""
云势天下（北京）软件有限公司,云势软件,北京,150-500人,本科,3-5年,18k-25k,B轮,全职,"六险一金,团队优秀,带薪年假,扁平管理",HR,"""年底双薪"",""专项奖金"",""绩效奖金"",""带薪年假"""
招银云创信息技术有限公司,招银云创,武汉,500-2000人,本科,3-5年,10k-20k,不需要融资,全职,平台大 年终奖,HR,"""定期体检"",""带薪年假"",""五险一金"",""补充医疗"""
北京众标智能科技有限公司上海分公司,众标智能科技,上海,50-150人,本科,3-5年,22k-30k,不需要融资,全职,"靠谱团队,大数据,待遇优厚",HR,"""股票期权"",""带薪年假"",""年度旅游"",""五险一金"""
深圳点猫科技有限公司,编程猫,北京,2000人以上,本科,3-5年,8k-15k,D轮及以上,全职,"弹性,提成多多,五险一金,饭补",HR,"""扁平管理"",""年终分红"",""带薪年假"",""绩效奖金"""
力扣信息科技（上海）有限公司,LeetCode 领扣网络,上海,50-150人,本科,1-3年,18k-25k,未融资,全职,不加班 餐补 带薪假 定期体检 零食下午茶,HR,"""年底双薪"",""绩效奖金"",""午餐补助"",""扁平管理"""
同方知网（北京）技术有限公司,知网,北京,2000人以上,本科,1-3年,10k-15k,上市公司,全职,六险二金 免费早午餐 年终奖金 宿舍班车,HR,"""美女多多"",""带薪年假"",""绩效奖金"",""岗位晋升"""
武汉小果科技有限公司,森果,武汉,50-150人,本科,3-5年,9k-15k,天使轮,全职,技术大牛，项目奖金，自主研发，提供mac,CTO,"""股票期权"",""弹性工作"",""节日礼物"",""领导好"""
上海别样秀数据科技有限公司,别样app,上海,150-500人,本科,不限,10k-20k,B轮,全职,跨境，电商，外企，美式管理，氛围佳，发展稳定,HR,"""美女多"",""弹性工作"",""五险一金"",""做五休二"""
